12,AC
13,AM
29,BA
53,DF
52,GO
31,MG
51,MT
25,PB
22,PI
33,RJ
11,RO
43,RS
28,SE
17,TO
27,AL
16,AP
23,CE
32,ES
21,MA
50,MS
15,PA
26,PE
41,PR
24,RN
14,RR
42,SC
35,SP
